# Data from NWS-APRFC_AK_BreakupDate.csv
# Only sites with more than 30 data points since 1980
# 
,id,siteID,year,breakup
504,6292,Yukon River at Circle,2006,2006-05-10
505,6291,Yukon River at Eagle,2006,2006-05-08
506,6276,Yukon River at Dawson,1980,1980-05-06
507,6275,Yukon River at Dawson,1981,1981-05-08
508,6274,Yukon River at Dawson,1982,1982-05-13
509,6273,Yukon River at Dawson,1987,1987-05-09
510,6272,Yukon River at Dawson,1989,1989-04-29
511,6271,Yukon River at Dawson,1990,1990-04-30
512,6270,Yukon River at Dawson,1997,1997-05-04
513,6269,Yukon River at Dawson,1998,1998-05-04
514,6268,Yukon River at Dawson,1999,1999-05-08
515,6267,Yukon River at Dawson,2000,2000-05-05
516,6266,Yukon River at Dawson,2001,2001-05-08
517,6265,Yukon River at Dawson,2002,2002-05-12
518,6264,Yukon River at Dawson,2005,2005-04-29
519,6263,Yukon River at Galena,2005,2005-05-05
520,6262,Yukon River at Eagle,2005,2005-04-28
521,6261,Yukon River at Ruby,2005,2005-05-03
522,6260,Yukon River at Fort Yukon,2005,2005-05-01
523,6258,Koyukuk River at Allakaket,2005,2005-05-05
524,6257,Koyukuk River at Bettles,2005,2005-05-04
525,6253,Yukon River at Alakanuk,2003,2003-05-18
526,6252,Yukon River nr Emmonak,2003,2003-05-17
527,6250,Yukon River at Russian Mission,2003,2003-05-16
528,6249,Yukon River at Anvik,2003,2003-05-13
529,6248,Yukon River at Kaltag,2003,2003-05-12
530,6247,Yukon River at Galena,2003,2003-05-11
531,6246,Yukon River at Tanana,2003,2003-05-07
532,6244,Yukon River at Circle,2003,2003-05-08
533,6243,Yukon River at Dawson,2003,2003-05-01
534,6241,Koyukuk River at Hughes,2003,2003-05-13
535,6240,Yukon River at Alakanuk,2004,2004-05-08
536,6239,Yukon River nr Emmonak,2004,2004-05-08
537,6238,Yukon River at Mountain Village,2004,2004-05-02
538,6236,Yukon River at Russian Mission,2004,2004-05-03
539,6235,Yukon River at Holy Cross,2004,2004-05-03
540,6233,Yukon River at Kaltag,2004,2004-05-04
541,6232,Yukon River at Galena,2004,2004-05-06
542,6231,Yukon River at Tanana,2004,2004-05-10
543,6228,Yukon River at Circle,2004,2004-05-06
544,6227,Yukon River at Dawson,2004,2004-05-04
545,6225,Koyukuk River at Hughes,2004,2004-05-04
546,6224,Koyukuk River at Allakaket,2004,2004-05-05
547,6220,Koyukuk River at Bettles,2004,2004-05-05
548,6217,Yukon River at Fort Yukon,2004,2004-05-10
549,6216,Yukon River at Ruby,2004,2004-05-03
550,6215,Yukon River at Eagle,2004,2004-05-03
551,6211,Koyukuk River at Bettles,2003,2003-05-12
552,6209,Yukon River at Ruby,2003,2003-05-08
553,6208,Yukon River at Eagle,2003,2003-04-27
554,6206,Yukon River at Fort Yukon,2003,2003-05-09
555,6185,Yukon River at Tanana,2002,2002-05-10
556,6184,Yukon River at Tanana,2001,2001-05-18
557,6182,Yukon River at Tanana,1998,1998-04-30
558,6181,Yukon River at Tanana,1996,1996-05-18
559,6179,Yukon River at Tanana,1994,1994-05-07
560,6178,Yukon River at Tanana,1993,1993-05-08
561,6177,Yukon River at Tanana,1992,1992-05-20
562,6176,Yukon River at Tanana,1991,1991-05-07
563,6175,Yukon River at Tanana,1990,1990-05-03
564,6174,Yukon River at Tanana,1989,1989-05-08
565,6173,Yukon River at Tanana,1988,1988-05-04
566,6172,Yukon River at Tanana,1987,1987-05-16
567,6171,Yukon River at Tanana,1986,1986-05-14
568,6170,Yukon River at Tanana,1985,1985-05-20
569,6168,Yukon River at Tanana,1983,1983-05-08
570,6167,Yukon River at Tanana,1982,1982-05-16
571,6166,Yukon River at Tanana,1981,1981-05-11
572,6165,Yukon River at Tanana,1980,1980-05-03
573,6062,Yukon River at Russian Mission,2002,2002-05-18
574,6061,Yukon River at Russian Mission,2001,2001-05-23
575,6060,Yukon River at Russian Mission,2000,2000-05-18
576,6059,Yukon River at Russian Mission,1999,1999-05-18
577,6057,Yukon River at Russian Mission,1995,1995-05-07
578,6056,Yukon River at Russian Mission,1994,1994-05-09
579,6055,Yukon River at Russian Mission,1993,1993-05-07
580,6054,Yukon River at Russian Mission,1992,1992-05-24
581,6053,Yukon River at Russian Mission,1991,1991-05-10
582,6052,Yukon River at Russian Mission,1990,1990-05-18
583,6051,Yukon River at Russian Mission,1989,1989-05-14
584,6050,Yukon River at Russian Mission,1988,1988-05-12
585,6049,Yukon River at Russian Mission,1987,1987-05-17
586,6048,Yukon River at Russian Mission,1986,1986-05-23
587,6047,Yukon River at Russian Mission,1985,1985-05-26
588,6046,Yukon River at Russian Mission,1984,1984-05-20
589,6044,Yukon River at Russian Mission,1981,1981-05-09
590,6020,Yukon River at Ruby,2002,2002-05-13
591,6019,Yukon River at Ruby,2001,2001-05-21
592,6018,Yukon River at Ruby,2000,2000-05-13
593,6017,Yukon River at Ruby,1999,1999-05-14
594,6016,Yukon River at Ruby,1998,1998-05-07
595,6015,Yukon River at Ruby,1997,1997-05-05
596,6011,Yukon River at Ruby,1993,1993-05-03
597,6010,Yukon River at Ruby,1992,1992-05-25
598,6008,Yukon River at Ruby,1990,1990-05-07
599,6007,Yukon River at Ruby,1989,1989-05-07
600,6005,Yukon River at Ruby,1987,1987-05-15
601,6004,Yukon River at Ruby,1986,1986-05-18
602,6003,Yukon River at Ruby,1985,1985-05-21
603,6002,Yukon River at Ruby,1984,1984-05-18
604,6001,Yukon River at Ruby,1983,1983-05-09
605,6000,Yukon River at Ruby,1982,1982-05-17
606,5998,Yukon River at Ruby,1980,1980-05-07
607,5826,Yukon River at Mountain Village,2002,2002-05-19
608,5825,Yukon River at Mountain Village,2001,2001-05-31
609,5824,Yukon River at Mountain Village,2000,2000-05-26
610,5823,Yukon River at Mountain Village,1999,1999-05-25
611,5822,Yukon River at Mountain Village,1998,1998-05-19
612,5821,Yukon River at Mountain Village,1995,1995-05-13
613,5820,Yukon River at Mountain Village,1994,1994-05-14
614,5819,Yukon River at Mountain Village,1993,1993-05-11
615,5818,Yukon River at Mountain Village,1991,1991-05-16
616,5817,Yukon River at Mountain Village,1990,1990-05-14
617,5816,Yukon River at Mountain Village,1989,1989-05-27
618,5815,Yukon River at Mountain Village,1988,1988-05-13
619,5814,Yukon River at Mountain Village,1987,1987-05-21
620,5813,Yukon River at Mountain Village,1986,1986-05-25
621,5812,Yukon River at Mountain Village,1985,1985-05-29
622,5811,Yukon River at Mountain Village,1983,1983-05-14
623,5781,Yukon River at Marshall,2000,2000-05-16
624,5780,Yukon River at Marshall,1999,1999-05-20
625,5779,Yukon River at Marshall,1998,1998-05-12
626,5778,Yukon River at Marshall,1996,1996-05-14
627,5777,Yukon River at Marshall,1995,1995-05-08
628,5776,Yukon River at Marshall,1994,1994-05-11
629,5775,Yukon River at Marshall,1992,1992-05-27
630,5774,Yukon River at Marshall,1991,1991-05-09
631,5773,Yukon River at Marshall,1990,1990-05-11
632,5772,Yukon River at Marshall,1989,1989-05-15
633,5771,Yukon River at Marshall,1988,1988-05-12
634,5770,Yukon River at Marshall,1987,1987-05-16
635,5769,Yukon River at Marshall,1986,1986-05-14
636,5768,Yukon River at Marshall,1985,1985-05-30
637,5767,Yukon River at Marshall,1984,1984-05-20
638,5765,Yukon River at Marshall,1981,1981-05-10
639,5703,Yukon River at Kaltag,2002,2002-05-17
640,5702,Yukon River at Kaltag,2001,2001-05-30
641,5701,Yukon River at Kaltag,2000,2000-05-17
642,5700,Yukon River at Kaltag,1999,1999-05-18
643,5699,Yukon River at Kaltag,1998,1998-05-12
644,5698,Yukon River at Kaltag,1997,1997-05-06
645,5697,Yukon River at Kaltag,1995,1995-05-06
646,5696,Yukon River at Kaltag,1993,1993-05-10
647,5695,Yukon River at Kaltag,1992,1992-05-26
648,5694,Yukon River at Kaltag,1991,1991-05-08
649,5693,Yukon River at Kaltag,1989,1989-05-14
650,5692,Yukon River at Kaltag,1988,1988-05-10
651,5690,Yukon River at Kaltag,1986,1986-05-22
652,5689,Yukon River at Kaltag,1985,1985-05-23
653,5688,Yukon River at Kaltag,1983,1983-05-12
654,5687,Yukon River at Kaltag,1982,1982-05-19
655,5686,Yukon River at Kaltag,1980,1980-05-09
656,5655,Yukon River at Holy Cross,2002,2002-05-17
657,5654,Yukon River at Holy Cross,2001,2001-05-24
658,5653,Yukon River at Holy Cross,2000,2000-05-18
659,5652,Yukon River at Holy Cross,1999,1999-05-18
660,5651,Yukon River at Holy Cross,1998,1998-05-16
661,5649,Yukon River at Holy Cross,1995,1995-05-08
662,5648,Yukon River at Holy Cross,1994,1994-05-11
663,5647,Yukon River at Holy Cross,1992,1992-05-25
664,5646,Yukon River at Holy Cross,1991,1991-05-10
665,5645,Yukon River at Holy Cross,1990,1990-05-12
666,5644,Yukon River at Holy Cross,1989,1989-05-15
667,5643,Yukon River at Holy Cross,1988,1988-05-12
668,5642,Yukon River at Holy Cross,1987,1987-05-19
669,5641,Yukon River at Holy Cross,1986,1986-05-25
670,5640,Yukon River at Holy Cross,1985,1985-05-26
671,5639,Yukon River at Holy Cross,1983,1983-05-14
672,5513,Yukon River at Galena,2002,2002-05-16
673,5512,Yukon River at Galena,2001,2001-05-22
674,5511,Yukon River at Galena,2000,2000-05-12
675,5510,Yukon River at Galena,1999,1999-05-17
676,5509,Yukon River at Galena,1998,1998-05-08
677,5508,Yukon River at Galena,1997,1997-05-07
678,5507,Yukon River at Galena,1996,1996-05-16
679,5506,Yukon River at Galena,1995,1995-05-03
680,5505,Yukon River at Galena,1994,1994-05-07
681,5504,Yukon River at Galena,1993,1993-05-06
682,5503,Yukon River at Galena,1992,1992-05-25
683,5502,Yukon River at Galena,1991,1991-05-08
684,5501,Yukon River at Galena,1990,1990-05-08
685,5500,Yukon River at Galena,1989,1989-05-07
686,5499,Yukon River at Galena,1988,1988-05-07
687,5498,Yukon River at Galena,1987,1987-05-16
688,5497,Yukon River at Galena,1986,1986-05-20
689,5496,Yukon River at Galena,1985,1985-05-23
690,5495,Yukon River at Galena,1984,1984-05-19
691,5494,Yukon River at Galena,1983,1983-05-10
692,5458,Yukon River at Fort Yukon,2002,2002-05-16
693,5455,Yukon River at Fort Yukon,1999,1999-05-13
694,5454,Yukon River at Fort Yukon,1998,1998-05-13
695,5453,Yukon River at Fort Yukon,1996,1996-05-17
696,5452,Yukon River at Fort Yukon,1995,1995-05-03
697,5451,Yukon River at Fort Yukon,1994,1994-05-05
698,5450,Yukon River at Fort Yukon,1993,1993-05-04
699,5449,Yukon River at Fort Yukon,1992,1992-05-23
700,5448,Yukon River at Fort Yukon,1991,1991-05-05
701,5447,Yukon River at Fort Yukon,1990,1990-05-02
702,5446,Yukon River at Fort Yukon,1989,1989-05-04
703,5445,Yukon River at Fort Yukon,1988,1988-05-05
704,5444,Yukon River at Fort Yukon,1987,1987-05-14
705,5443,Yukon River at Fort Yukon,1986,1986-05-17
706,5442,Yukon River at Fort Yukon,1985,1985-05-18
707,5441,Yukon River at Fort Yukon,1984,1984-05-19
708,5440,Yukon River at Fort Yukon,1983,1983-05-05
709,5376,Yukon River nr Emmonak,2002,2002-05-21
710,5375,Yukon River nr Emmonak,2001,2001-06-04
711,5374,Yukon River nr Emmonak,2000,2000-05-28
712,5373,Yukon River nr Emmonak,1999,1999-05-29
713,5372,Yukon River nr Emmonak,1998,1998-05-20
714,5371,Yukon River nr Emmonak,1997,1997-05-14
715,5370,Yukon River nr Emmonak,1996,1996-05-18
716,5369,Yukon River nr Emmonak,1995,1995-05-15
717,5368,Yukon River nr Emmonak,1994,1994-05-19
718,5367,Yukon River nr Emmonak,1993,1993-05-20
719,5366,Yukon River nr Emmonak,1992,1992-06-03
720,5365,Yukon River nr Emmonak,1991,1991-05-21
721,5363,Yukon River nr Emmonak,1989,1989-05-29
722,5362,Yukon River nr Emmonak,1988,1988-05-16
723,5361,Yukon River nr Emmonak,1987,1987-05-28
724,5360,Yukon River nr Emmonak,1986,1986-05-29
725,5359,Yukon River nr Emmonak,1984,1984-05-25
726,5358,Yukon River nr Emmonak,1983,1983-05-16
727,5357,Yukon River nr Emmonak,1982,1982-05-31
728,5352,Yukon River at Eagle,2002,2002-05-18
729,5351,Yukon River at Eagle,2001,2001-05-12
730,5350,Yukon River at Eagle,2000,2000-05-06
731,5349,Yukon River at Eagle,1999,1999-05-11
732,5348,Yukon River at Eagle,1998,1998-04-29
733,5347,Yukon River at Eagle,1997,1997-05-04
734,5346,Yukon River at Eagle,1996,1996-05-08
735,5345,Yukon River at Eagle,1995,1995-04-29
736,5344,Yukon River at Eagle,1994,1994-04-29
737,5343,Yukon River at Eagle,1993,1993-04-29
738,5342,Yukon River at Eagle,1992,1992-05-12
739,5341,Yukon River at Eagle,1991,1991-04-28
740,5340,Yukon River at Eagle,1990,1990-04-25
741,5339,Yukon River at Eagle,1989,1989-04-29
742,5338,Yukon River at Eagle,1988,1988-05-02
743,5337,Yukon River at Eagle,1987,1987-05-09
744,5336,Yukon River at Eagle,1986,1986-05-11
745,5335,Yukon River at Eagle,1985,1985-05-16
746,5334,Yukon River at Eagle,1984,1984-05-09
747,5333,Yukon River at Eagle,1983,1983-05-02
748,5332,Yukon River at Eagle,1982,1982-05-14
749,5331,Yukon River at Eagle,1981,1981-05-07
750,5330,Yukon River at Eagle,1980,1980-05-03
751,5264,Yukon River at Dawson,1996,1996-05-07
752,5263,Yukon River at Dawson,1995,1995-05-02
753,5262,Yukon River at Dawson,1994,1994-05-01
754,5261,Yukon River at Dawson,1993,1993-04-29
755,5260,Yukon River at Dawson,1992,1992-05-08
756,5259,Yukon River at Dawson,1991,1991-05-01
757,5257,Yukon River at Dawson,1988,1988-05-01
758,5256,Yukon River at Dawson,1986,1986-05-12
759,5255,Yukon River at Dawson,1985,1985-05-16
760,5254,Yukon River at Dawson,1984,1984-05-08
761,5253,Yukon River at Dawson,1983,1983-05-01
762,5156,Yukon River at Circle,2002,2002-05-15
763,5155,Yukon River at Circle,2001,2001-05-19
764,5154,Yukon River at Circle,2000,2000-05-09
765,5153,Yukon River at Circle,1999,1999-05-12
766,5152,Yukon River at Circle,1998,1998-05-12
767,5151,Yukon River at Circle,1996,1996-05-16
768,5150,Yukon River at Circle,1995,1995-05-02
769,5149,Yukon River at Circle,1994,1994-05-03
770,5148,Yukon River at Circle,1993,1993-05-03
771,5147,Yukon River at Circle,1992,1992-05-24
772,5146,Yukon River at Circle,1991,1991-05-08
773,5145,Yukon River at Circle,1990,1990-05-04
774,5144,Yukon River at Circle,1989,1989-05-02
775,5143,Yukon River at Circle,1988,1988-05-05
776,5142,Yukon River at Circle,1987,1987-05-13
777,5141,Yukon River at Circle,1986,1986-05-13
778,5140,Yukon River at Circle,1985,1985-05-17
779,5139,Yukon River at Circle,1984,1984-05-18
780,5138,Yukon River at Circle,1983,1983-05-03
781,5066,Yukon River at Anvik,2002,2002-05-20
782,5065,Yukon River at Anvik,2001,2001-05-30
783,5064,Yukon River at Anvik,2000,2000-05-20
784,5063,Yukon River at Anvik,1999,1999-05-20
785,5061,Yukon River at Anvik,1995,1995-05-08
786,5060,Yukon River at Anvik,1994,1994-05-11
787,5059,Yukon River at Anvik,1993,1993-05-11
788,5058,Yukon River at Anvik,1992,1992-05-27
789,5057,Yukon River at Anvik,1991,1991-05-10
790,5056,Yukon River at Anvik,1990,1990-05-09
791,5055,Yukon River at Anvik,1989,1989-05-15
792,5053,Yukon River at Anvik,1987,1987-05-24
793,5052,Yukon River at Anvik,1986,1986-05-25
794,5051,Yukon River at Anvik,1985,1985-05-26
795,5050,Yukon River at Anvik,1984,1984-05-20
796,5049,Yukon River at Anvik,1983,1983-05-14
797,5011,Yukon River at Alakanuk,2002,2002-05-21
798,5010,Yukon River at Alakanuk,2001,2001-06-04
799,5009,Yukon River at Alakanuk,2000,2000-05-28
800,5008,Yukon River at Alakanuk,1999,1999-05-29
801,5007,Yukon River at Alakanuk,1998,1998-05-20
802,5006,Yukon River at Alakanuk,1997,1997-05-14
803,5005,Yukon River at Alakanuk,1996,1996-05-17
804,5004,Yukon River at Alakanuk,1995,1995-05-15
805,5003,Yukon River at Alakanuk,1994,1994-05-19
806,5002,Yukon River at Alakanuk,1993,1993-05-19
807,5001,Yukon River at Alakanuk,1992,1992-06-03
808,5000,Yukon River at Alakanuk,1989,1989-05-29
809,4999,Yukon River at Alakanuk,1988,1988-05-16
810,4998,Yukon River at Alakanuk,1987,1987-05-28
811,4997,Yukon River at Alakanuk,1986,1986-05-31
812,4996,Yukon River at Alakanuk,1985,1985-06-04
813,4995,Yukon River at Alakanuk,1984,1984-05-25
814,4994,Yukon River at Alakanuk,1983,1983-05-16
815,4943,Yukon River at Fort Yukon,2001,2001-05-20
816,4942,Yukon River at Fort Yukon,2000,2000-05-10
817,4822,Koyukuk River at Hughes,2001,2001-05-22
818,4821,Koyukuk River at Hughes,2000,2000-05-21
819,4820,Koyukuk River at Hughes,1999,1999-05-14
820,4819,Koyukuk River at Hughes,1998,1998-05-12
821,4818,Koyukuk River at Hughes,1996,1996-05-11
822,4817,Koyukuk River at Hughes,1995,1995-05-03
823,4816,Koyukuk River at Hughes,1994,1994-05-03
824,4815,Koyukuk River at Hughes,1992,1992-05-25
825,4814,Koyukuk River at Hughes,1991,1991-05-02
