# JUNEAU_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
75,1153.50,1265.00,870.00,1193.50,1346.50,978.50,990.00,1094.00,1257.50,1083.50,1214.00,1084.50,1139.50,1257.00,1235.00,1146.50,1050.00,1052.50,1159.00,989.50,1127.50,1021.50,734.50,1026.50,1159.00,1367.50,874.50,859.50,1002.50,897.00,1171.50,882.50,1006.00,826.50,1127.50,1256.00,1437.50,1023.00,1035.50,1264.50,1036.00,1012.50,1081.50,1025.50
76,1181.00,1292.50,892.50,1217.50,1372.00,996.50,1008.00,1114.50,1275.50,1098.00,1238.00,1110.00,1158.00,1290.00,1263.50,1169.00,1072.00,1078.00,1185.00,1013.00,1148.00,1045.00,759.50,1046.00,1187.00,1395.50,894.00,878.50,1021.00,921.50,1192.50,905.00,1021.50,849.00,1161.00,1286.00,1464.50,1051.50,1057.00,1291.00,1067.00,1030.50,1102.00,1055.50
77,1203.50,1319.00,920.00,1240.50,1399.00,1021.00,1025.50,1135.50,1295.50,1117.50,1261.50,1135.00,1174.50,1316.00,1293.00,1188.50,1097.50,1101.00,1213.50,1035.00,1173.00,1066.50,783.50,1065.50,1213.50,1422.50,916.50,896.50,1043.00,947.00,1217.00,933.00,1043.00,874.50,1193.50,1317.50,1490.00,1079.50,1083.00,1319.50,1097.50,1051.00,1122.50,1087.00
78,1226.00,1346.50,941.00,1259.50,1425.50,1042.00,1042.50,1158.00,1316.50,1136.00,1285.50,1154.50,1190.50,1344.50,1320.50,1208.50,1124.00,1125.00,1240.00,1056.00,1195.50,1089.00,813.00,1087.00,1241.00,1452.00,940.00,917.50,1061.50,968.50,1247.50,955.50,1062.50,892.50,1223.50,1351.00,1514.50,1103.50,1115.00,1348.50,1122.50,1074.00,1147.00,1120.50
79,1247.50,1374.50,962.00,1280.00,1453.00,1061.50,1064.50,1178.00,1335.50,1159.50,1313.00,1176.50,1209.00,1379.50,1347.50,1230.50,1149.50,1152.50,1264.00,1077.00,1216.00,1109.00,845.00,1110.50,1268.50,1477.00,966.50,943.50,1084.00,991.50,1274.00,983.00,1083.00,906.00,1248.00,1385.00,1542.00,1127.00,1142.50,1376.50,1145.50,1097.00,1175.00,1153.00
80,1266.50,1400.00,982.50,1306.00,1478.00,1080.50,1085.00,1201.00,1354.50,1183.50,1342.50,1197.50,1231.50,1408.00,1373.00,1253.50,1174.50,1184.50,1286.00,1098.00,1237.50,1129.50,878.50,1135.50,1300.50,1509.00,990.50,969.00,1112.00,1015.50,1303.00,1009.00,1105.50,923.00,1271.50,1418.00,1571.50,1152.00,1168.50,1408.50,1170.50,1124.00,1202.00,1184.50
81,1287.50,1424.50,1002.00,1329.00,1502.50,1101.50,1106.00,1225.50,1376.50,1214.50,1370.50,1218.50,1253.50,1435.00,1396.50,1279.50,1197.50,1218.50,1312.50,1120.50,1257.00,1152.00,912.50,1161.00,1331.00,1536.00,1017.50,991.50,1136.00,1041.50,1328.50,1034.50,1129.50,946.00,1297.00,1454.50,1602.50,1180.00,1195.00,1443.00,1195.00,1149.00,1230.50,1210.00
82,1311.00,1452.50,1020.00,1351.50,1529.00,1127.50,1128.50,1252.00,1401.50,1238.00,1391.50,1245.00,1277.00,1465.00,1421.00,1306.00,1222.50,1255.00,1332.00,1140.50,1275.50,1173.50,937.50,1187.50,1361.00,1564.50,1049.50,1017.00,1159.00,1065.00,1355.50,1057.50,1156.50,969.00,1322.00,1488.50,1630.50,1207.00,1218.00,1473.50,1219.50,1170.50,1259.00,1234.50
83,1334.00,1479.00,1037.50,1374.00,1557.50,1157.00,1151.00,1273.00,1421.00,1260.00,1412.00,1272.00,1303.00,1496.00,1446.00,1332.50,1246.50,1287.00,1355.50,1159.50,1293.50,1191.00,963.00,1212.00,1390.00,1594.50,1075.50,1048.00,1186.50,1091.00,1380.50,1080.00,1177.00,993.50,1347.00,1522.00,1657.50,1237.00,1242.00,1499.00,1250.50,1194.00,1282.00,1259.00
84,1361.50,1509.50,1055.50,1395.00,1581.50,1183.00,1179.00,1296.00,1442.50,1285.50,1437.00,1300.50,1326.00,1525.50,1471.50,1363.00,1269.00,1320.50,1384.00,1183.50,1313.00,1211.00,989.00,1239.00,1418.00,1620.50,1104.50,1077.50,1217.00,1119.00,1413.00,1103.50,1202.00,1019.00,1373.00,1553.50,1682.50,1263.00,1265.50,1522.00,1276.00,1219.00,1306.00,1287.00
85,1390.00,1536.00,1074.00,1413.50,1607.00,1207.50,1206.50,1320.00,1464.50,1312.00,1464.50,1324.50,1352.00,1555.50,1495.00,1396.00,1291.50,1350.50,1415.50,1202.00,1331.50,1231.50,1018.50,1261.00,1443.00,1649.50,1135.00,1105.50,1249.00,1150.50,1445.00,1135.00,1226.50,1045.50,1399.50,1585.50,1709.00,1286.50,1288.00,1551.50,1299.50,1245.50,1329.00,1314.00
86,1423.00,1560.50,1095.00,1436.50,1633.00,1233.00,1232.00,1343.00,1488.50,1340.00,1493.50,1350.50,1376.00,1587.00,1517.50,1430.00,1313.50,1380.50,1449.50,1221.00,1353.50,1254.00,1049.00,1284.00,1467.00,1679.00,1170.00,1128.00,1279.00,1174.50,1480.00,1166.00,1249.00,1073.00,1426.00,1615.50,1738.50,1309.50,1309.50,1585.00,1323.50,1269.00,1353.50,1337.50
87,1454.00,1589.00,1120.00,1460.50,1656.00,1257.50,1255.50,1366.50,1516.50,1369.00,1530.00,1374.50,1402.00,1618.00,1537.00,1461.50,1338.50,1411.50,1485.50,1241.00,1380.50,1280.00,1078.00,1307.00,1493.00,1704.50,1202.50,1150.00,1309.00,1197.50,1518.00,1199.50,1272.50,1105.00,1450.50,1641.00,1770.50,1333.00,1332.50,1620.00,1347.50,1294.50,1383.00,1358.00
88,1483.00,1618.50,1140.50,1487.50,1677.00,1285.50,1283.00,1394.50,1544.00,1396.00,1561.00,1401.00,1429.00,1652.50,1557.00,1487.00,1365.00,1442.00,1518.50,1261.00,1403.50,1306.50,1107.00,1332.50,1520.50,1732.50,1229.00,1173.50,1342.50,1224.50,1556.00,1227.50,1296.00,1139.00,1476.00,1675.00,1803.50,1361.00,1353.00,1653.00,1374.50,1317.50,1414.50,1380.50
89,1509.50,1647.50,1167.50,1522.00,1699.00,1312.50,1309.50,1425.00,1568.50,1428.00,1592.00,1428.00,1456.00,1687.00,1580.00,1508.00,1395.50,1472.00,1552.50,1279.50,1422.00,1329.00,1134.00,1362.00,1550.00,1763.00,1258.00,1197.00,1373.50,1245.00,1592.50,1254.00,1321.00,1171.50,1502.50,1711.00,1835.50,1393.50,1377.50,1681.50,1403.50,1342.50,1446.00,1399.50
90,1529.00,1676.50,1197.00,1559.00,1719.00,1336.50,1332.00,1457.00,1591.50,1455.00,1624.00,1450.00,1485.00,1722.50,1603.50,1529.00,1426.50,1499.50,1585.50,1298.00,1444.50,1355.00,1159.00,1394.50,1577.50,1788.00,1287.00,1222.00,1399.00,1268.50,1627.00,1285.00,1344.50,1201.00,1529.50,1747.00,1860.00,1423.50,1403.50,1712.50,1434.50,1367.00,1478.00,1421.00
91,1553.50,1704.50,1231.50,1593.50,1741.50,1362.50,1356.00,1486.00,1615.50,1481.50,1650.50,1468.50,1512.50,1754.50,1628.50,1555.00,1460.50,1526.00,1611.50,1318.00,1471.50,1381.50,1183.00,1421.00,1606.00,1814.00,1316.50,1247.50,1426.00,1292.00,1663.50,1320.00,1366.00,1224.50,1555.00,1782.00,1887.50,1449.50,1429.00,1744.00,1460.50,1394.00,1511.50,1440.50
92,1577.50,1729.50,1265.00,1624.00,1762.50,1391.00,1375.50,1513.50,1640.50,1508.50,1682.50,1487.00,1535.50,1787.00,1652.50,1582.50,1496.00,1553.50,1643.00,1341.50,1499.50,1409.50,1207.50,1443.50,1632.50,1842.50,1346.50,1276.00,1451.50,1321.50,1694.50,1351.50,1389.50,1245.50,1580.50,1816.00,1914.50,1479.50,1455.50,1769.50,1483.50,1426.50,1547.50,1462.50
93,1606.00,1758.00,1298.50,1649.50,1784.00,1423.00,1398.00,1537.50,1666.00,1537.50,1717.00,1510.50,1560.00,1818.00,1678.00,1604.00,1529.50,1582.50,1672.50,1366.50,1528.00,1433.50,1234.50,1467.50,1653.50,1870.00,1377.50,1301.50,1483.00,1355.00,1724.00,1379.50,1412.50,1269.50,1607.50,1851.50,1943.00,1511.50,1480.00,1797.00,1507.50,1453.00,1584.50,1488.00
94,1637.50,1783.00,1324.50,1673.50,1810.50,1455.00,1425.00,1562.00,1693.50,1566.50,1747.00,1534.50,1585.50,1853.50,1705.00,1628.50,1563.00,1617.50,1704.50,1386.50,1558.00,1456.00,1263.50,1494.00,1680.00,1898.50,1400.00,1334.50,1508.50,1390.00,1754.00,1411.00,1437.50,1292.50,1630.00,1880.50,1971.00,1535.50,1504.00,1822.00,1530.50,1476.50,1624.00,1513.00
95,1673.50,1810.00,1349.00,1700.50,1836.50,1480.50,1454.00,1588.50,1721.50,1594.50,1773.00,1560.00,1612.00,1890.50,1736.00,1656.00,1593.00,1648.50,1738.50,1408.00,1587.50,1482.00,1287.50,1521.50,1710.00,1922.00,1425.50,1371.00,1531.50,1425.50,1781.50,1434.50,1466.00,1318.00,1659.00,1907.50,1999.50,1559.00,1527.00,1848.50,1557.00,1502.00,1655.00,1541.00
96,1714.50,1837.00,1375.00,1728.00,1864.00,1506.00,1485.50,1613.50,1754.50,1622.50,1799.00,1585.00,1635.50,1927.50,1765.00,1684.00,1621.00,1675.50,1769.00,1435.00,1619.50,1508.50,1313.00,1553.00,1738.50,1950.00,1451.50,1400.50,1555.50,1461.50,1811.50,1462.00,1492.50,1339.00,1686.00,1934.50,2025.00,1583.50,1555.00,1874.00,1586.00,1527.50,1687.50,1566.00
97,1754.00,1863.50,1403.50,1757.00,1893.00,1531.00,1515.50,1637.00,1791.00,1649.50,1825.50,1610.00,1662.00,1954.00,1793.00,1712.50,1650.00,1702.00,1798.50,1466.00,1646.50,1537.50,1338.50,1585.00,1773.00,1983.50,1476.00,1426.00,1576.50,1495.00,1840.50,1489.00,1521.50,1364.00,1714.50,1960.50,2053.00,1615.00,1583.00,1905.00,1613.00,1553.00,1716.50,1590.00
98,1793.00,1890.50,1432.00,1787.50,1922.00,1556.50,1543.00,1661.50,1825.00,1676.50,1854.00,1629.50,1687.50,1978.00,1823.00,1741.50,1680.50,1733.00,1831.00,1496.00,1671.50,1565.00,1367.00,1613.00,1810.00,2016.00,1502.50,1449.00,1600.00,1530.50,1870.50,1520.00,1547.00,1391.00,1740.50,1988.00,2080.50,1650.00,1608.50,1934.00,1637.50,1580.50,1747.50,1620.50
99,1831.00,1918.50,1460.50,1819.00,1950.50,1577.50,1567.50,1689.00,1855.00,1704.00,1886.00,1650.00,1713.50,2003.00,1853.50,1776.00,1709.00,1760.50,1863.50,1523.00,1698.50,1594.00,1400.50,1644.50,1837.00,2051.00,1530.50,1476.00,1621.50,1563.00,1901.00,1548.50,1569.50,1418.50,1766.00,2014.50,2110.50,1687.50,1635.50,1962.00,1661.50,1614.00,1774.50,1654.50
100,1862.00,1944.00,1492.50,1850.50,1981.50,1604.50,1590.50,1714.50,1884.00,1730.00,1916.00,1672.50,1748.50,2033.50,1885.50,1814.50,1734.00,1785.00,1891.00,1551.00,1723.00,1625.50,1428.50,1676.50,1862.50,2087.00,1563.00,1507.00,1639.50,1593.50,1935.00,1575.50,1594.50,1448.00,1791.50,2040.50,2141.00,1717.00,1660.00,1994.50,1691.50,1645.50,1807.00,1685.00
101,1895.00,1973.50,1525.50,1881.50,2012.50,1630.00,1614.00,1740.00,1912.50,1761.00,1948.00,1695.50,1784.00,2065.00,1919.00,1855.00,1756.00,1813.00,1916.50,1578.00,1755.00,1648.50,1455.50,1712.00,1889.50,2119.50,1598.50,1539.50,1661.50,1624.50,1965.00,1602.50,1617.00,1480.50,1820.50,2064.00,2177.50,1744.50,1683.00,2023.00,1725.00,1673.00,1836.00,1712.50
102,1921.50,2006.00,1558.00,1909.50,2044.00,1652.50,1638.50,1764.00,1939.50,1792.50,1977.50,1720.50,1821.50,2094.00,1950.50,1889.00,1780.00,1845.00,1944.00,1607.50,1780.50,1673.50,1480.00,1742.50,1916.50,2150.50,1636.50,1565.00,1685.50,1658.50,1990.50,1628.50,1641.00,1516.00,1849.50,2090.00,2207.00,1769.00,1710.50,2053.00,1757.50,1702.50,1862.50,1739.50
103,1948.50,2040.50,1589.00,1937.00,2073.00,1673.50,1665.50,1790.00,1968.50,1824.00,2011.50,1748.50,1857.00,2123.50,1982.00,1916.00,1803.00,1876.00,1971.00,1642.00,1813.00,1700.00,1508.50,1773.00,1946.50,2180.50,1672.50,1591.00,1710.50,1686.50,2015.50,1657.00,1664.00,1553.00,1883.00,2117.50,2236.00,1793.00,1741.00,2083.00,1790.00,1733.50,1887.00,1767.00
104,1974.00,2070.00,1615.50,1963.50,2099.50,1694.50,1699.50,1812.50,2001.00,1857.00,2044.50,1775.50,1894.50,2156.00,2020.00,1942.00,1826.00,1903.00,1998.00,1678.00,1841.00,1723.00,1539.00,1804.50,1974.50,2213.00,1707.00,1620.00,1735.50,1715.50,2040.50,1685.50,1686.00,1580.00,1910.50,2145.00,2262.50,1817.00,1773.50,2114.50,1825.50,1765.50,1910.50,1794.50
105,2002.00,2102.50,1642.50,1996.00,2124.00,1718.00,1741.00,1837.50,2035.50,1887.00,2075.50,1805.50,1923.00,2193.50,2055.50,1967.00,1849.50,1931.50,2023.50,1711.50,1867.00,1752.00,1577.50,1834.00,2000.00,2240.50,1743.50,1650.00,1760.00,1744.50,2066.50,1711.50,1706.50,1613.00,1936.50,2184.50,2289.50,1844.00,1798.50,2144.00,1854.00,1800.50,1934.50,1819.50
106,2030.00,2131.50,1668.00,2024.50,2151.00,1742.50,1774.00,1861.00,2064.50,1912.50,2101.00,1837.50,1954.50,2227.50,2088.50,1992.00,1877.50,1962.00,2051.00,1746.00,1894.50,1781.00,1615.50,1863.50,2026.50,2267.00,1776.00,1683.50,1785.50,1771.50,2094.00,1740.00,1729.00,1652.50,1964.50,2226.50,2326.50,1870.00,1829.00,2176.00,1882.50,1831.00,1962.50,1842.00
107,2056.00,2160.50,1697.50,2053.50,2177.50,1768.00,1807.00,1886.00,2091.00,1940.50,2126.50,1869.00,1982.00,2261.50,2120.00,2020.00,1903.50,1990.00,2081.00,1776.50,1918.50,1812.50,1650.00,1895.50,2056.00,2299.00,1809.50,1716.50,1812.00,1802.00,2121.00,1768.50,1754.00,1695.00,1994.50,2263.50,2368.50,1891.50,1856.50,2207.00,1909.00,1860.00,1999.00,1866.00
108,2081.50,2188.00,1730.50,2087.50,2201.50,1790.00,1840.50,1909.50,2121.00,1971.50,2151.50,1898.00,2008.00,2289.50,2148.00,2053.50,1931.00,2015.00,2114.00,1807.00,1942.50,1844.50,1684.00,1923.50,2089.50,2336.50,1840.00,1744.00,1843.50,1830.50,2151.00,1795.00,1781.50,1739.00,2020.50,2295.50,2400.50,1914.00,1888.50,2238.00,1938.50,1892.00,2034.50,1894.50
109,2110.00,2221.00,1763.50,2117.50,2228.50,1816.50,1871.50,1933.50,2146.00,1999.00,2180.00,1929.00,2034.00,2316.50,2177.00,2085.50,1958.50,2043.50,2151.00,1839.50,1968.50,1879.00,1713.00,1948.00,2130.50,2374.50,1871.50,1768.00,1870.00,1860.50,2179.50,1824.00,1810.50,1774.50,2045.00,2326.50,2435.00,1947.00,1927.50,2264.00,1967.50,1921.00,2067.00,1929.50
110,2138.50,2253.00,1792.00,2145.50,2257.50,1842.50,1900.00,1958.50,2172.00,2027.00,2207.50,1962.50,2064.00,2347.50,2205.00,2120.00,1986.50,2071.50,2184.00,1865.00,1992.00,1910.00,1740.00,1972.50,2173.00,2406.00,1899.00,1800.00,1896.50,1888.00,2212.00,1852.00,1839.00,1814.00,2073.00,2362.00,2467.50,1977.00,1968.00,2292.00,1998.50,1954.00,2094.00,1966.00
111,2167.50,2284.50,1819.50,2172.50,2288.00,1863.50,1928.00,1991.00,2201.00,2058.50,2233.50,2003.50,2093.50,2374.50,2231.50,2154.00,2015.50,2101.00,2214.50,1891.00,2017.50,1941.50,1766.50,2000.00,2215.00,2434.00,1928.50,1831.50,1925.50,1919.00,2248.50,1881.00,1870.00,1852.00,2095.50,2400.00,2495.00,2003.50,2013.00,2327.50,2027.00,1984.50,2121.50,2003.50
112,2191.00,2316.00,1846.50,2204.50,2324.00,1888.50,1954.50,2017.00,2232.50,2090.00,2265.50,2046.50,2117.50,2402.00,2260.50,2191.00,2048.00,2136.50,2239.00,1919.50,2040.00,1971.50,1794.00,2029.00,2256.00,2459.00,1957.00,1859.00,1953.00,1949.00,2279.00,1911.00,1899.00,1890.50,2120.50,2434.50,2526.00,2032.50,2053.00,2362.50,2053.00,2013.50,2148.00,2037.50
113,2216.50,2346.00,1874.00,2241.00,2355.00,1916.00,1981.00,2042.50,2262.50,2121.00,2292.00,2088.00,2144.00,2432.00,2289.50,2221.00,2086.00,2178.50,2268.00,1947.50,2064.50,2001.00,1826.00,2059.50,2297.50,2487.00,1983.00,1890.00,1979.50,1975.50,2307.50,1945.00,1934.50,1924.00,2147.50,2469.00,2563.50,2061.50,2089.00,2393.00,2080.50,2045.00,2174.50,2073.50
114,2250.00,2376.00,1905.00,2279.00,2388.50,1944.50,2004.50,2067.50,2291.00,2154.00,2315.50,2123.50,2172.50,2463.00,2321.00,2246.50,2124.50,2222.00,2292.50,1977.50,2091.00,2030.00,1861.50,2088.00,2339.50,2514.50,2011.00,1917.50,2007.50,2001.50,2337.50,1976.50,1975.50,1958.50,2177.50,2507.00,2599.00,2090.50,2119.50,2424.50,2109.50,2077.50,2209.50,2115.00
115,2283.00,2406.50,1941.50,2318.50,2420.50,1967.00,2029.50,2092.00,2317.50,2186.50,2341.00,2158.00,2199.50,2491.50,2355.00,2272.00,2164.00,2254.00,2326.00,2009.00,2124.00,2059.00,1894.00,2114.00,2382.50,2546.00,2037.50,1944.50,2036.50,2030.00,2366.50,2007.50,2015.00,1996.50,2209.50,2543.00,2631.50,2121.00,2150.50,2456.50,2137.00,2109.00,2244.00,2150.50
116,2317.50,2437.00,1982.50,2355.00,2455.00,1992.50,2055.00,2116.50,2343.50,2213.00,2370.00,2194.00,2229.50,2521.50,2384.50,2299.00,2199.50,2292.00,2363.00,2038.50,2156.00,2089.00,1924.50,2142.00,2425.00,2580.00,2063.50,1970.50,2064.50,2055.50,2396.50,2038.50,2042.00,2035.50,2234.00,2580.00,2661.50,2149.50,2182.00,2492.00,2161.50,2141.00,2282.50,2183.00
117,2351.50,2469.50,2023.50,2386.00,2484.50,2018.00,2086.50,2144.50,2371.50,2244.00,2399.00,2232.50,2260.50,2552.50,2411.00,2328.00,2229.50,2328.50,2396.50,2066.50,2192.50,2121.00,1954.50,2168.00,2462.00,2615.00,2091.00,2001.00,2093.50,2082.50,2425.00,2071.50,2067.00,2070.00,2263.50,2610.50,2692.50,2176.50,2211.00,2531.50,2188.00,2178.00,2321.00,2215.00
118,2379.50,2500.50,2063.50,2419.00,2515.50,2047.50,2125.50,2172.50,2400.00,2282.00,2431.50,2268.00,2295.50,2586.50,2436.00,2359.00,2255.50,2363.00,2428.50,2096.50,2229.50,2157.50,1984.00,2195.00,2494.50,2650.50,2117.50,2032.50,2123.00,2110.00,2451.50,2107.50,2093.50,2102.00,2294.50,2641.00,2727.50,2206.00,2241.00,2573.50,2221.00,2218.50,2360.50,2248.50
119,2408.50,2526.50,2101.50,2453.00,2544.00,2080.00,2164.50,2206.50,2427.00,2320.50,2470.00,2303.50,2332.50,2618.50,2464.00,2394.50,2280.50,2396.50,2462.00,2126.00,2263.00,2190.00,2016.00,2221.50,2527.00,2681.50,2141.50,2066.50,2148.50,2136.50,2479.50,2137.00,2119.50,2136.00,2329.50,2676.00,2762.50,2238.50,2271.50,2617.50,2250.50,2260.50,2404.50,2281.00
120,2439.00,2554.50,2137.00,2485.00,2571.50,2119.00,2200.00,2246.50,2454.50,2355.50,2509.00,2339.50,2374.00,2648.50,2492.50,2429.50,2307.00,2433.50,2499.00,2153.00,2289.00,2221.00,2046.00,2247.00,2561.50,2713.00,2171.00,2097.50,2176.00,2162.50,2506.00,2163.00,2143.00,2172.00,2364.50,2709.50,2799.50,2271.00,2301.00,2663.00,2280.50,2298.50,2444.50,2310.00
121,2469.50,2581.50,2169.00,2511.50,2596.50,2153.50,2234.00,2284.00,2485.50,2393.00,2549.50,2369.00,2417.50,2678.50,2523.50,2464.50,2332.00,2473.00,2537.00,2182.00,2311.00,2255.50,2076.00,2282.00,2595.00,2745.50,2200.50,2127.50,2202.50,2188.00,2529.00,2188.00,2165.50,2210.50,2395.50,2743.00,2831.50,2299.00,2332.00,2703.00,2312.00,2332.00,2479.50,2335.50
